location,size,total_sqft,bath,price,bhk,price_sqft
Whitefield,3 BHK,1840,3,140,3,7608.695652
Whitefield,3 BHK,1778,3,122,3,6861.642295
Whitefield,1 BHK,650,1,25,1,3846.153846
Whitefield,4 BHK,2155,3,125,4,5800.464037
Whitefield,1 RK,905,1,52,1,5745.856354
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,2 BHK,1255,2,77,2,6135.458167
Whitefield,2 BHK,1216,2,73,2,6003.289474
Whitefield,1 BHK,709,1,34.735,1,4899.153738
Whitefield,3 BHK,1745,3,100,3,5730.659026
Whitefield,4 BHK,3200,4,224,4,7000
Whitefield,1 BHK,825,1,44.9,1,5442.424242
Whitefield,3 BHK,1870,3,138,3,7379.679144
Whitefield,3 BHK,1862,3,125,3,6713.2116
Whitefield,3 BHK,1655,3,113,3,6827.794562
Whitefield,1 BHK,530,1,29.44,1,5554.716981
Whitefield,1 BHK,905,1,50,1,5524.861878
Whitefield,3 BHK,1600,3,82,3,5125
Whitefield,4 Bedroom,1230,4,80,4,6504.065041
Whitefield,1 BHK,630.5,1,32.15,1,5099.127676
Whitefield,1 BHK,905,1,52,1,5745.856354
Whitefield,2 BHK,1216,2,83,2,6825.657895
Whitefield,4 BHK,4075,5,226,4,5546.01227
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,4 BHK,2856,5,158.5,4,5549.719888
Whitefield,1 BHK,750,1,51,1,6800
Whitefield,2 BHK,1173,2,77,2,6564.364876
Whitefield,3 Bedroom,1200,3,68.4,3,5700
Whitefield,4 Bedroom,3425,5,250,4,7299.270073
Whitefield,3 BHK,2173,3,128,3,5890.473999
Whitefield,1 BHK,905,1,62,1,6850.828729
Whitefield,3 BHK,1870,3,138,3,7379.679144
Whitefield,2 BHK,1320,2,99.26,2,7519.69697
Whitefield,3 BHK,2901,4,190,3,6549.465701
Whitefield,2 BHK,1485,2,96.51,2,6498.989899
Whitefield,3 BHK,1755,3,101,3,5754.985755
Whitefield,3 BHK,2225,3,149,3,6696.629213
Whitefield,2 BHK,1250,2,82,2,6560
Whitefield,1 BHK,605,1,40,1,6611.570248
Whitefield,3 BHK,2210,3,156,3,7058.823529
Whitefield,2 BHK,1173,2,78.2,2,6666.666667
Whitefield,3 BHK,1740,4,130,3,7471.264368
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,3 BHK,1655,3,120,3,7250.755287
Whitefield,4 BHK,4003,6,300,4,7494.379216
Whitefield,2 BHK,1180,2,70,2,5932.20339
Whitefield,3 BHK,2023,4,130,3,6426.099852
Whitefield,3 BHK,2134,4,118,3,5529.522024
Whitefield,1 BHK,905,1,60,1,6629.834254
Whitefield,3 BHK,1452,3,90,3,6198.347107
Whitefield,4 Bedroom,2850,5,240,4,8421.052632
Whitefield,4 BHK,2830,5,190,4,6713.780919
Whitefield,2 BHK,1295,2,78.5,2,6061.776062
Whitefield,1 BHK,840,1,57.6,1,6857.142857
Whitefield,1 BHK,640,1,19.83,1,3098.4375
Whitefield,3 BHK,1991,3,104,3,5223.505776
Whitefield,3 BHK,1655,3,97,3,5861.02719
Whitefield,3 BHK,1850,3,150,3,8108.108108
Whitefield,3 Bedroom,1200,3,67.77,3,5647.5
Whitefield,2 BHK,1290,2,90,2,6976.744186
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,2 BHK,1356,2,94.84,2,6994.100295
Whitefield,2 BHK,1338,2,103,2,7698.056801
Whitefield,3 Bedroom,3450,4,208,3,6028.985507
Whitefield,2 BHK,1267,2,90.33,2,7129.439621
Whitefield,4 Bedroom,2400,4,143,4,5958.333333
Whitefield,3 BHK,1836,3,125,3,6808.278867
Whitefield,3 BHK,3596,3,200,3,5561.735261
Whitefield,3 BHK,1275,2,65,3,5098.039216
Whitefield,2 BHK,1216,2,82,2,6743.421053
Whitefield,2 BHK,1495,3,88,2,5886.287625
Whitefield,3 BHK,1564,3,103,3,6585.677749
Whitefield,3 BHK,1585,3,84,3,5299.684543
Whitefield,3 BHK,1558,3,90,3,5776.636714
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,3 BHK,1704,3,120,3,7042.253521
Whitefield,2 BHK,1256,2,73,2,5812.101911
Whitefield,2 BHK,1300,2,78,2,6000
Whitefield,3 BHK,1570,3,88,3,5605.095541
Whitefield,2 BHK,1216,2,84.03,2,6910.361842
Whitefield,2 BHK,1216,2,72.5,2,5962.171053
Whitefield,3 BHK,2025,4,115,3,5679.012346
Whitefield,3 BHK,1346,2,100,3,7429.420505
Whitefield,4 Bedroom,2990,3,198,4,6622.073579
Whitefield,3 BHK,1720,3,98.97,3,5754.069767
Whitefield,3 BHK,1600,3,95,3,5937.5
Whitefield,3 BHK,1655,3,108,3,6525.679758
Whitefield,3 BHK,1740,3,95,3,5459.770115
Whitefield,2 BHK,1350,2,88,2,6518.518519
Whitefield,2 BHK,1216,2,80,2,6578.947368
Whitefield,4 Bedroom,2900,4,225,4,7758.62069
Whitefield,2 BHK,1340,2,101,2,7537.313433
Whitefield,3 Bedroom,1500,3,78.57,3,5238
Whitefield,3 BHK,1626,3,85,3,5227.552276
Whitefield,2 BHK,1100,2,65,2,5909.090909
Whitefield,3 BHK,1270,2,65,3,5118.110236
Whitefield,3 Bedroom,3117,3,261,3,8373.435996
Whitefield,2 BHK,1216,2,73,2,6003.289474
Whitefield,3 Bedroom,3150,3,290,3,9206.349206
Whitefield,4 BHK,2956,5,234,4,7916.102842
Whitefield,3 BHK,2247,3,145,3,6453.048509
Whitefield,4 Bedroom,3940,5,265,4,6725.888325
Whitefield,2 BHK,1160,2,67,2,5775.862069
Whitefield,2 BHK,1180,2,77,2,6525.423729
Whitefield,3 BHK,2140,3,139,3,6495.327103
Whitefield,2 BHK,1314,2,84,2,6392.694064
Whitefield,3 BHK,1431,3,85,3,5939.902166
Whitefield,1 BHK,524,1,29,1,5534.351145
Whitefield,4 BHK,2830,4,161,4,5689.045936
Whitefield,4 BHK,2135,3,149,4,6978.922717
Whitefield,4 BHK,3075,2,188,4,6113.821138
Whitefield,3 BHK,1760,3,160,3,9090.909091
Whitefield,3 BHK,1655,3,110,3,6646.52568
Whitefield,1 BHK,840,1,57,1,6785.714286
Whitefield,3 BHK,1725,3,106,3,6144.927536
Whitefield,1 BHK,516,1,39,1,7558.139535
Whitefield,4 Bedroom,6000,4,410,4,6833.333333
Whitefield,3 BHK,1639,3,107,3,6528.370958
Whitefield,3 BHK,1820,3,113,3,6208.791209
Whitefield,4 Bedroom,3565,4,218,4,6115.007013
Whitefield,4 BHK,3410,5,253,4,7419.354839
Whitefield,4 Bedroom,4500,4,330,4,7333.333333
Whitefield,2 BHK,1250,2,85,2,6800
Whitefield,2 BHK,1277,2,77,2,6029.757244
Whitefield,3 BHK,1820,3,140,3,7692.307692
Whitefield,4 Bedroom,3453,4,247,4,7153.200116
Whitefield,3 BHK,2280,4,125,3,5482.45614
Whitefield,4 BHK,2882,5,200,4,6939.62526
Whitefield,3 BHK,1639.5,3,92.63,3,5649.89326
Whitefield,2 BHK,1190,2,70,2,5882.352941
Whitefield,2 BHK,1270,2,94,2,7401.574803
Whitefield,2 BHK,1220,2,89,2,7295.081967
Whitefield,3 BHK,3758,3,300,3,7982.969665
Whitefield,2 BHK,1216,2,72,2,5921.052632
Whitefield,4 Bedroom,5400,5,475,4,8796.296296
Whitefield,3 BHK,1396,3,74,3,5300.859599
Whitefield,3 BHK,1615,3,96.9,3,6000
Whitefield,2 BHK,1200,2,70,2,5833.333333
Whitefield,2 BHK,1216,2,75,2,6167.763158
Whitefield,3 BHK,2321,4,157,3,6764.325722
Whitefield,2 BHK,1224,2,75,2,6127.45098
Whitefield,3 BHK,1655,3,113,3,6827.794562
Whitefield,5 Bedroom,4144,5,331,5,7987.451737
Whitefield,3 Bedroom,1200,3,67.75,3,5645.833333
Whitefield,4 BHK,2444,4,145,4,5932.89689
Whitefield,2 BHK,1270,2,110,2,8661.417323
Whitefield,3 BHK,1660,3,110,3,6626.506024
Whitefield,2 BHK,1270,2,105,2,8267.716535
Whitefield,2 BHK,1173,2,78.2,2,6666.666667
Whitefield,2 BHK,1362,2,85,2,6240.82232
Whitefield,3 BHK,1457,2,105,3,7206.588881
Whitefield,3 BHK,1720,3,128,3,7441.860465
Whitefield,3 BHK,1564,3,103,3,6585.677749
Whitefield,3 BHK,1639,3,107,3,6528.370958
Whitefield,3 BHK,1760,3,139,3,7897.727273
Whitefield,1 BHK,613,1,48,1,7830.342577
Whitefield,3 BHK,1730,3,125,3,7225.433526
Whitefield,1 BHK,877,1,59,1,6727.480046
Yelachenahalli,3 BHK,1464,2,105,3,7172.131148
Yelachenahalli,2 BHK,2400,1,150,2,6250
Yelachenahalli,3 BHK,1700,3,130,3,7647.058824
Yelachenahalli,2 BHK,1080,2,55,2,5092.592593
Yelachenahalli,2 BHK,1400,2,78,2,5571.428571
Yelachenahalli,3 BHK,1330,3,73.5,3,5526.315789
Yelachenahalli,2 BHK,800,1,30,2,3750
Yelachenahalli,2 BHK,1100,2,60,2,5454.545455
Yelachenahalli,3 BHK,1365,2,72,3,5274.725275
Yelachenahalli,2 BHK,1103,2,55,2,4986.400725
Yelachenahalli,2 BHK,1000,2,50,2,5000
Yelahanka,2 BHK,1326,2,78,2,5882.352941
Yelahanka,3 BHK,1705,3,95,3,5571.847507
Yelahanka,2 BHK,1234,2,80,2,6482.982172
Yelahanka,2 BHK,1315,2,85,2,6463.878327
Yelahanka,2 BHK,1170,2,62.5,2,5341.880342
Yelahanka,1 BHK,697,1,45,1,6456.241033
Yelahanka,3 BHK,2195,4,127,3,5785.876993
Yelahanka,3 BHK,1614,3,95,3,5885.997522
Yelahanka,1 BHK,628,1,24,1,3821.656051
Yelahanka,1 BHK,654,1,38.4,1,5871.559633
Yelahanka,3 BHK,1825,3,105,3,5753.424658
Yelahanka,3 BHK,1603,3,96,3,5988.771054
Yelahanka,2 BHK,1304,2,79,2,6058.282209
Yelahanka,3 BHK,1517,3,76.3,3,5029.66381
Yelahanka,2 BHK,1327,2,85,2,6405.425772
Yelahanka,3 BHK,1566,3,97,3,6194.12516
Yelahanka,2 BHK,1270,2,78,2,6141.732283
Yelahanka,3 BHK,1400,2,80.54,3,5752.857143
Yelahanka,2 BHK,1322,2,86,2,6505.295008
Yelahanka,2 BHK,1100,2,70,2,6363.636364
Yelahanka,2 Bedroom,1200,2,70,2,5833.333333
Yelahanka,5 Bedroom,4000,5,220,5,5500
Yelahanka,4 Bedroom,2675,4,140,4,5233.64486
Yelahanka,1 BHK,654,1,37,1,5657.492355
Yelahanka,3 BHK,1465,3,80.01,3,5461.433447
Yelahanka,3 BHK,1692,3,83,3,4905.437352
Yelahanka,3 BHK,2145,3,125,3,5827.505828
Yelahanka,2 BHK,1322,2,75,2,5673.22239
Yelahanka,1 BHK,602,1,26,1,4318.936877
Yelahanka,2 BHK,1100,2,60,2,5454.545455
Yelahanka,3 BHK,1614,2,100,3,6195.786865
Yelahanka,3 BHK,1890,3,108,3,5714.285714
Yelahanka,3 BHK,1556,3,86,3,5526.992288
Yelahanka,3 BHK,1610,4,85,3,5279.503106
Yelahanka,3 BHK,1859,3,108,3,5809.57504
Yelahanka,2 BHK,1322,2,80,2,6051.437216
Yelahanka,4 BHK,2600,4,175,4,6730.769231
Yelahanka,2 BHK,1305,2,78,2,5977.011494
Yelahanka,3 BHK,1711,3,85.61,3,5003.506721
Yelahanka,2 BHK,1315,2,75,2,5703.422053
Yelahanka,6 Bedroom,3600,6,200,6,5555.555556
Yelahanka,3 BHK,1614,3,95,3,5885.997522
Yelahanka,3 BHK,1650,3,105,3,6363.636364
Yelahanka,4 Bedroom,3990,4,260,4,6516.290727
Yelahanka,3 BHK,1620,3,90,3,5555.555556
Yelahanka,1 BHK,654,1,36.25,1,5542.813456
Yelahanka,3 BHK,1614,3,93,3,5762.081784
Yelahanka,1 BHK,694,1,30.84,1,4443.804035
Yelahanka,2 BHK,1115,2,60,2,5381.165919
Yelahanka,3 BHK,2317,4,140,3,6042.296073
Yelahanka,3 BHK,1653,3,93,3,5626.134301
Yelahanka,1 BHK,654,1,38,1,5810.397554
Yelahanka,2 BHK,1445,2,82,2,5674.740484
Yelahanka,1 BHK,602,1,38,1,6312.292359
Yelahanka,1 BHK,697,1,35,1,5021.520803
Yelahanka,1 BHK,682,1,36.23,1,5312.316716
Yelahanka,3 BHK,1560,2,98,3,6282.051282
Yelahanka,3 BHK,1780,3,107,3,6011.235955
Yelahanka,3 BHK,1342,2,75,3,5588.673621
Yelahanka,3 BHK,1823,3,103,3,5650.027427
Yelahanka,3 BHK,1792,3,104,3,5803.571429
Yelahanka,2 BHK,1304,2,69.97,2,5365.797546
Yelahanka,2 BHK,1300,2,69.23,2,5325.384615
Yelahanka,3 BHK,1705,3,91,3,5337.243402
Yelahanka,3 BHK,1835,3,108,3,5885.558583
Yelahanka,3 BHK,1847,3,92,3,4981.050352
Yelahanka,3 BHK,1890,3,109,3,5767.195767
Yelahanka,1 BHK,700,1,38,1,5428.571429
Yelahanka,3 BHK,1491,3,85,3,5700.871898
Yelahanka,4 Bedroom,2088,5,110,4,5268.199234
Yelahanka,4 BHK,3019,6,190,4,6293.47466
Yelahanka,3 BHK,1600,3,100,3,6250
Yelahanka,3 BHK,1705,3,85,3,4985.337243
Yelahanka,3 BHK,1350,2,85,3,6296.296296
Yelahanka,3 BHK,1633,3,110,3,6736.068585
Yelahanka,1 BHK,827.5,1,42.535,1,5140.181269
Yelahanka,3 BHK,1355,2,75,3,5535.055351
Yelahanka,2 BHK,1104,2,58,2,5253.623188
Yelahanka,2 BHK,1175,2,67.77,2,5767.659574
Yelahanka,2 BHK,1322,2,77.9,2,5892.586989
Yelahanka,1 BHK,602,1,33,1,5481.727575
Yelahanka,2 BHK,1315,2,77,2,5855.513308
Yelahanka,1 BHK,567,1,25,1,4409.171076
Yelahanka,1 BHK,602,2,30,1,4983.388704
Yelahanka,2 BHK,1234,2,80,2,6482.982172
Yelahanka,2 BHK,1267,3,78,2,6156.274665
Yelahanka,2 BHK,1360,2,78.19,2,5749.264706
Yelahanka New Town,1 BHK,650,1,33,1,5076.923077
Yelahanka New Town,1 BHK,500,1,20,1,4000
Yelahanka New Town,1 BHK,440,1,16.5,1,3750
Yelahanka New Town,3 BHK,1610,3,92,3,5714.285714
Yelahanka New Town,3 BHK,1700,3,90,3,5294.117647
Yelahanka New Town,1 BHK,650,1,20,1,3076.923077
Yelahanka New Town,1 BHK,350,1,13.5,1,3857.142857
Yelahanka New Town,2 BHK,1385,2,65,2,4693.140794
Yelahanka New Town,1 BHK,500,2,24,1,4800
Yelahanka New Town,1 BHK,650,1,17,1,2615.384615
Yelahanka New Town,1 BHK,450,1,16,1,3555.555556
Yelahanka New Town,2 BHK,960,2,50,2,5208.333333
Yelahanka New Town,3 BHK,1209,2,65,3,5376.344086
Yelahanka New Town,3 BHK,1400,2,80,3,5714.285714
Yelahanka New Town,1 BHK,450,1,15,1,3333.333333
Yelahanka New Town,1 BHK,500,1,18,1,3600
Yelahanka New Town,3 BHK,1420,2,75,3,5281.690141
Yelahanka New Town,2 Bedroom,2200,2,180,2,8181.818182
Yelahanka New Town,1 BHK,488,1,20,1,4098.360656
Yelahanka New Town,2 BHK,1100,2,58,2,5272.727273
Yelahanka New Town,2 BHK,1000,2,44,2,4400
Yelahanka New Town,1 BHK,650,1,18,1,2769.230769
Yelahanka New Town,3 Bedroom,1740,3,150,3,8620.689655
Yelahanka New Town,2 BHK,1290,2,70,2,5426.356589
Yelenahalli,2 BHK,1240,2,47.12,2,3800
Yelenahalli,2 BHK,1200,2,46.17,2,3847.5
Yelenahalli,2 BHK,1260,2,47.88,2,3800
Yelenahalli,2 BHK,1175,2,50,2,4255.319149
Yelenahalli,3 BHK,1650,3,68,3,4121.212121
Yelenahalli,2 BHK,1200,2,45.6,2,3800
Yelenahalli,2 BHK,1200,2,46.17,2,3847.5
Yelenahalli,2 BHK,1160,2,44.08,2,3800
Yeshwanthpur,3 BHK,1693,3,108,3,6379.208506
Yeshwanthpur,1 BHK,667,1,36.85,1,5524.737631
Yeshwanthpur,4 BHK,1950,4,130,4,6666.666667
Yeshwanthpur,1 BHK,665,1,36.85,1,5541.353383
Yeshwanthpur,1 BHK,671,1,36.85,1,5491.803279
Yeshwanthpur,2 BHK,1277.5,2,95.815,2,7500.195695
Yeshwanthpur,1 BHK,668,1,36.85,1,5516.467066
Yeshwanthpur,2 BHK,1185,2,75.84,2,6400
Yeshwanthpur,2 BHK,1195,2,100,2,8368.200837
Yeshwanthpur,3 BHK,1313,3,96,3,7311.500381
Yeshwanthpur,2 BHK,1400,2,100,2,7142.857143
Yeshwanthpur,1 BHK,673,1,36.85,1,5475.482912
Yeshwanthpur,2 BHK,717,2,49.475,2,6900.27894
Yeshwanthpur,1 BHK,605,1,41.745,1,6900
Yeshwanthpur,1 BHK,669,1,36.85,1,5508.221226
Yeshwanthpur,3 BHK,3027,4,260,3,8589.362405
Yeshwanthpur,1 BHK,670,1,36.85,1,5500
Yeshwanthpur,2 BHK,1240,2,80,2,6451.612903
Yeshwanthpur,3 BHK,1713,3,110,3,6421.482779
Yeshwanthpur,2 BHK,1144,2,67,2,5856.643357
Yeshwanthpur,2 BHK,1541,2,130,2,8436.080467
Yeshwanthpur,2 Bedroom,1362,2,100,2,7342.143906
Yeshwanthpur,1 BHK,666,1,36.8,1,5525.525526
Yeshwanthpur,3 BHK,1855,3,140,3,7547.169811
Yeshwanthpur,2 BHK,1165,2,85,2,7296.137339
Yeshwanthpur,3 BHK,1825,3,145,3,7945.205479
Yeshwanthpur,1 BHK,994,2,54.67,1,5500
Yeshwanthpur,1 BHK,650,1,40,1,6153.846154
Yeshwanthpur,3 BHK,1855,3,140,3,7547.169811
Yeshwanthpur,3 BHK,1500,3,100,3,6666.666667
Yeshwanthpur,1 BHK,674,1,36.85,1,5467.35905
Yeshwanthpur,1 BHK,672,1,36.85,1,5483.630952
Yeshwanthpur,2 BHK,1195,2,100,2,8368.200837
Yeshwanthpur,3 BHK,1692,3,108,3,6382.978723
Yeshwanthpur,6 Bedroom,2500,5,185,6,7400
Yeshwanthpur,3 BHK,1855,3,135,3,7277.628032
Yeshwanthpur,3 BHK,1876,3,160,3,8528.784648
other,3 BHK,2770,4,290,3,10469.31408
other,1 BHK,600,1,38,1,6333.333333
other,2 BHK,1500,2,185,2,12333.33333
other,2 BHK,840,2,45,2,5357.142857
other,3 Bedroom,4395,3,240,3,5460.750853
other,2 BHK,845,2,55,2,6508.87574
other,3 BHK,2511,3,205,3,8164.078057
other,3 BHK,1660,2,105,3,6325.301205
other,2 BHK,1200,2,65,2,5416.666667
other,3 Bedroom,1200,3,90,3,7500
other,2 BHK,782,2,55.68,2,7120.204604
other,3 BHK,1800,3,120,3,6666.666667
other,3 BHK,1413,2,75,3,5307.855626
other,2 BHK,945,2,54,2,5714.285714
other,3 BHK,1870,3,110,3,5882.352941
other,3 BHK,1260,2,85.05,3,6750
other,3 BHK,2795,4,235,3,8407.871199
other,3 BHK,1904,3,150,3,7878.151261
other,3 BHK,2000,3,175,3,8750
other,3 Bedroom,1500,3,100,3,6666.666667
other,3 Bedroom,1783,3,115,3,6449.803702
other,3 BHK,912,2,70,3,7675.438596
other,3 BHK,1580,3,100,3,6329.113924
other,3 BHK,1415,3,78,3,5512.367491
other,3 BHK,2405,4,260,3,10810.81081
other,2 Bedroom,1500,2,115,2,7666.666667
other,2 BHK,1060,2,60,2,5660.377358
other,8 Bedroom,2600,8,180,8,6923.076923
other,2 BHK,1285,2,72.5,2,5642.023346
other,3 Bedroom,4050,3,280,3,6913.580247
other,2 Bedroom,1280,2,69,2,5390.625
other,3 BHK,3045,3,170,3,5582.922824
other,2 Bedroom,900,2,110,2,12222.22222
other,3 BHK,1560,3,115,3,7371.794872
other,4 Bedroom,1200,4,165,4,13750
other,3 BHK,1645,3,95,3,5775.075988
other,2 Bedroom,1200,2,79,2,6583.333333
other,3 Bedroom,1350,2,140,3,10370.37037
other,3 BHK,1800,3,150,3,8333.333333
other,3 BHK,1762,3,125,3,7094.211124
other,3 BHK,1200,3,90,3,7500
other,3 BHK,2023.71,3,275,3,13588.90355
other,3 BHK,2150,4,240,3,11162.7907
other,4 Bedroom,3309,4,325,4,9821.698398
other,11 BHK,5000,9,360,11,7200
other,2 BHK,1150,2,126,2,10956.52174
other,2 BHK,1200,2,74,2,6166.666667
other,3 BHK,1753,3,120,3,6845.407872
other,2 Bedroom,720,2,45,2,6250
other,4 Bedroom,1200,3,165,4,13750
other,1 Bedroom,700,1,41,1,5857.142857
other,3 BHK,1595,3,115,3,7210.031348
other,2 BHK,1353,2,110,2,8130.081301
other,1 BHK,1200,2,85,1,7083.333333
other,3 BHK,1325,2,90,3,6792.45283
other,2 BHK,1056,2,80,2,7575.757576
other,3 BHK,1544,3,120,3,7772.020725
other,2 Bedroom,1200,2,65,2,5416.666667
other,1 Bedroom,540,1,36,1,6666.666667
other,3 BHK,1578,3,180,3,11406.84411
other,2 Bedroom,1600,2,115,2,7187.5
other,1 BHK,416,1,18.5,1,4447.115385
other,1 BHK,834,1,60,1,7194.244604
other,3 Bedroom,1125,4,70,3,6222.222222
other,4 BHK,3000,5,260,4,8666.666667
other,6 Bedroom,2160,5,250,6,11574.07407
other,1 BHK,469,1,25,1,5330.490405
other,2 BHK,1630,2,200,2,12269.93865
other,3 Bedroom,1200,2,70,3,5833.333333
other,3 BHK,1350,3,77,3,5703.703704
other,4 Bedroom,4046,4,445,4,10998.51705
other,3 BHK,1180,2,78.34,3,6638.983051
other,2 BHK,1355,2,115,2,8487.084871
other,1 Bedroom,600,1,50,1,8333.333333
other,3 BHK,1875,3,165,3,8800
other,2 Bedroom,600,2,55,2,9166.666667
other,3 BHK,1750,3,120,3,6857.142857
other,3 Bedroom,1092,2,98.5,3,9020.14652
other,3 BHK,1855,3,225,3,12129.38005
other,1 BHK,425,1,20.03,1,4712.941176
other,1 Bedroom,600,1,60,1,10000
other,2 BHK,1468,2,140,2,9536.784741
other,4 Bedroom,4300,5,550,4,12790.69767
other,2 BHK,775,2,55,2,7096.774194
other,3 BHK,1352,3,135,3,9985.207101
other,4 Bedroom,1200,3,95,4,7916.666667
other,3 BHK,1976,3,184,3,9311.740891
other,4 Bedroom,5500,4,600,4,10909.09091
other,3 Bedroom,1200,3,95,3,7916.666667
other,2 BHK,1180,2,69,2,5847.457627
other,1 BHK,686,1,17,1,2478.134111
other,4 Bedroom,1500,4,180,4,12000
other,2 BHK,1282,2,87,2,6786.271451
other,3 Bedroom,1500,2,95,3,6333.333333
other,2 BHK,1300,1,115,2,8846.153846
other,1 BHK,530,1,20,1,3773.584906
other,2 BHK,1350,2,80,2,5925.925926
other,8 Bedroom,2400,6,125,8,5208.333333
other,2 BHK,1141,2,62,2,5433.829974
other,1 BHK,950,1,40,1,4210.526316
other,3 BHK,1480,3,90,3,6081.081081
other,3 BHK,1600,3,90,3,5625
other,4 Bedroom,1200,4,135,4,11250
other,3 Bedroom,1500,3,115,3,7666.666667
other,3 BHK,1824,3,125,3,6853.070175
other,1 Bedroom,750,1,56.25,1,7500
other,4 Bedroom,6000,5,400,4,6666.666667
other,3 BHK,2400,3,170,3,7083.333333
other,3 BHK,1500,2,98,3,6533.333333
other,3 BHK,3095,3,350,3,11308.5622
other,1 Bedroom,1200,1,28,1,2333.333333
other,3 Bedroom,1500,3,100,3,6666.666667
other,5 Bedroom,1560,5,145,5,9294.871795
other,3 BHK,1560,3,188,3,12051.28205
other,1 BHK,485,1,15,1,3092.783505
other,3 Bedroom,1200,3,130,3,10833.33333
other,2 BHK,1050,2,67,2,6380.952381
other,3 BHK,1596,3,105,3,6578.947368
other,3 Bedroom,1200,3,85,3,7083.333333
other,2 BHK,1132,2,67,2,5918.727915
other,3 BHK,1515,3,88,3,5808.580858
other,2 BHK,1380,2,80,2,5797.101449
other,4 Bedroom,4346,5,500,4,11504.83203
other,3 BHK,2200,3,187,3,8500
other,3 Bedroom,3329,3,330,3,9912.886753
other,4 Bedroom,3600,4,300,4,8333.333333
other,4 BHK,3500,3,450,4,12857.14286
other,2 BHK,1093,2,65,2,5946.935041
other,3 BHK,1535,3,95,3,6188.925081
other,2 BHK,1100,2,62.7,2,5700
other,3 BHK,2197,4,280,3,12744.6518
other,2 BHK,1100,2,60,2,5454.545455
other,4 Bedroom,1600,3,172,4,10750
other,3 BHK,1450,2,85,3,5862.068966
other,4 Bedroom,2000,3,166,4,8300
other,3 BHK,1756,3,100,3,5694.76082
other,3 BHK,1532,3,92,3,6005.221932
other,3 BHK,1650,3,110,3,6666.666667
other,2 BHK,1200,2,66,2,5500
other,3 BHK,1525,2,122,3,8000
other,4 Bedroom,2400,3,200,4,8333.333333
other,2 BHK,1000,2,130,2,13000
other,2 Bedroom,3040,1,180,2,5921.052632
other,3 BHK,1390,3,120,3,8633.093525
other,2 BHK,1135,2,68,2,5991.189427
other,2 BHK,900,2,55,2,6111.111111
other,3 BHK,2500,3,250,3,10000
other,2 BHK,1269.72,2,68,2,5355.511451
other,3 Bedroom,1168,3,70,3,5993.150685
other,4 Bedroom,2100,4,155,4,7380.952381
other,3 BHK,1515,3,93.93,3,6200
other,6 BHK,2700,4,214,6,7925.925926
other,3 BHK,2000,3,210,3,10500
other,5 Bedroom,2400,4,300,5,12500
other,3 BHK,1760,3,176,3,10000
other,1 BHK,595,1,42,1,7058.823529
other,2 BHK,1170,2,86,2,7350.42735
other,4 Bedroom,2200,4,235,4,10681.81818
other,3 BHK,1650,3,175,3,10606.06061
other,3 BHK,1670,3,91.86,3,5500.598802
other,3 BHK,1250,2,80,3,6400
other,3 Bedroom,1650,4,160,3,9696.969697
other,2 BHK,800,2,50,2,6250
other,2 BHK,1225,2,150,2,12244.89796
other,4 BHK,3675,4,367,4,9986.394558
other,2 Bedroom,1200,2,150,2,12500
other,2 Bedroom,1350,2,80,2,5925.925926
other,3 BHK,1614,3,110,3,6815.365551
other,2 BHK,1188,2,73,2,6144.781145
other,3 BHK,1480,3,90,3,6081.081081
other,2 Bedroom,680,2,42,2,6176.470588
other,2 BHK,955,2,53.55,2,5607.329843
other,3 BHK,2479.13,3,215,3,8672.397172
other,2 BHK,1100,2,106,2,9636.363636
other,3 BHK,1925,3,120,3,6233.766234
other,1 BHK,650,1,26,1,4000
other,3 BHK,2000,3,207,3,10350
other,2 Bedroom,1050,2,110,2,10476.19048
other,3 BHK,2204,2,305,3,13838.4755
other,3 BHK,1685,2,110,3,6528.189911
other,3 BHK,1550,3,110,3,7096.774194
other,1 BHK,500,1,20,1,4000
other,3 BHK,3155,4,370,3,11727.4168
other,3 BHK,1765,3,105,3,5949.008499
other,2 BHK,1265,2,70,2,5533.596838
other,2 BHK,1012,2,59,2,5830.039526
other,3 BHK,2045,4,154,3,7530.562347
other,6 Bedroom,2400,4,280,6,11666.66667
other,1 BHK,581.91,2,25,1,4296.197006
other,3 Bedroom,1158,2,85,3,7340.241796
other,2 BHK,925,2,51,2,5513.513514
other,2 BHK,1415,2,110,2,7773.85159
other,4 BHK,4750,5,600,4,12631.57895
other,3 BHK,1840,3,155,3,8423.913043
other,2 Bedroom,1350,2,185,2,13703.7037
other,2 BHK,824,2,60,2,7281.553398
other,3 BHK,1340,2,100,3,7462.686567
other,3 BHK,1620,2,110,3,6790.123457
other,3 BHK,1533,3,115,3,7501.630789
other,3 BHK,1560,3,85,3,5448.717949
other,1 BHK,750,1,25,1,3333.333333
other,3 BHK,1375,2,85,3,6181.818182
other,3 BHK,1500,3,88,3,5866.666667
other,2 BHK,1140,2,76,2,6666.666667
other,2 BHK,1198,2,84,2,7011.686144
other,4 BHK,4000,4,520,4,13000
